Location Name,Location Formal Name,Location Scheduler,Location Scheduler Email,Max Capacity,X25 Assignable Area,Default Layout,Default Layout Capacity,Default Layout Image?,Always Shared?,Building,Partition,Latitude,Longitude,X25 Building,X25 Floor Number,X25 Owner Organization,X25 Room Use Code,Express Scheduling Enabled?,Express Scheduling Event Type,Express Scheduling Max. Duration,Default Instructions,Comments
STL445,Statler Hall 445,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,45,825,Instruction,45,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,SC Johnson College of Business-BU,110,No,,,,
STL453,Statler Hall 453,"Scheduling Admin, BU-SHA",ha-sha_classrooms@cornell.edu,24,526,Instruction,24,Yes,No,,Statler Hall,42.445755,-76.482052,Statler Hall,,,110,No,,,,
STM102**,Stimson Hall 102,,,20,564,Instruction,20,No,No,,,42.447773,-76.483347,Stimson Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
STM104**,Stimson Hall 104,,,20,552,Instruction,20,No,No,,,42.447773,-76.483347,Stimson Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
STM105,Stimson Hall 105,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,24,463,Instruction,24,Yes,No,,Stimson Hall,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STM107**,Stimson Hall 107,,,20,778,Instruction,20,No,No,,,42.447773,-76.483347,Stimson Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
STM116,Stimson Hall 116,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,10,205,Instruction,10,Yes,No,,Stimson Hall,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STM206,Stimson Hall 206,,,45,898,Instruction,45,Yes,No,,Stimson Hall,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STM206A**,Stimson Hall 206A,,,16,596,,0,No,No,,,42.447773,-76.483347,Stimson Hall,2,Agriculture and Life Sci-CALS,212,No,,,,
STM309**,Stimson Hall 309,"Westmiller, Chad",cew22@cornell.edu,20,553,Instruction,20,No,No,,,42.447773,-76.483347,Stimson Hall,3,Agriculture and Life Sci-CALS,212,No,,,,
STM310**,Stimson Hall 310,"Westmiller, Chad",cew22@cornell.edu,24,1112,,0,No,No,,,42.447773,-76.483347,Stimson Hall,3,Agriculture and Life Sci-CALS,212,No,,,,
STM316**,Stimson Hall 316,"Westmiller, Chad",cew22@cornell.edu,24,941,Instruction,24,No,No,,,42.447773,-76.483347,Stimson Hall,3,Agriculture and Life Sci-CALS,212,No,,,,
STM318**,Stimson Hall 318,"Westmiller, Chad",cew22@cornell.edu,16,899,,0,No,No,,,42.447773,-76.483347,Stimson Hall,3,Agriculture and Life Sci-CALS,212,No,,,,
STMG01,Stimson Hall G01,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,48,974,Instruction,48,Yes,No,,Stimson Hall,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STMG12,Stimson Hall G12,,,13,201,Instruction,13,Yes,No,,,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,680,No,,,,
STMG24A,Stimson Hall G24A,"Kraemer, Angelika",akraemer@cornell.edu,18,301,As Is,18,Yes,No,,,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STMG24B,Stimson Hall G24B,"Kraemer, Angelika",akraemer@cornell.edu,12,271,,0,No,No,,,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
STMG24C,Stimson Hall G24C,"Kraemer, Angelika",akraemer@cornell.edu,7,123,As Is,7,Yes,No,,,42.447773,-76.483347,Stimson Hall,,Arts and Sci-AS,110,No,,,,
SVG100,Savage Hall 100,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,83,1042,Instruction,83,Yes,No,,Savage Hall,42.449712,-76.480106,Savage Hall,,Human Ecology-HE,110,No,,,,
SVG200,Savage Hall 200,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,61,1254,Instruction,61,Yes,No,,Savage Hall,42.449712,-76.480106,Savage Hall,,Human Ecology-HE,110,No,,,,
SWZ110,Schwartz Ctr Perf Arts 110,"Miller, Donna",dm246@cornell.edu,18,3297,As Is,18,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,610,No,,,,
SWZ111,Schwartz Ctr Perf Arts 111,"Miller, Donna",dm246@cornell.edu,451,3664,Instruction,451,No,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,610,No,,,,
SWZ120,Schwartz Ctr Perf Arts 120,"Miller, Donna",dm246@cornell.edu,15,506,As Is,15,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,110,No,,,,
SWZ123,Schwartz Ctr Perf Arts 123,"Miller, Donna",dm246@cornell.edu,130,2527,Instruction,130,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,610,No,,,,
SWZ124,Schwartz Ctr Perf Arts 124,"Miller, Donna",dm246@cornell.edu,32,467,Instruction,32,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,Arts and Sci-AS,110,No,,,,
SWZ211,Schwartz Ctr Perf Arts 211,"Miller, Donna",dm246@cornell.edu,28,1109,As Is,28,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,610,No,,,,
SWZ311,Schwartz Ctr Perf Arts 311,"Miller, Donna",dm246@cornell.edu,28,1109,,0,No,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,610,No,,,,
SWZ322,Schwartz Ctr Perf Arts 322,"Miller, Donna",dm246@cornell.edu,49,1049,Instruction,49,No,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,210,No,,,,
SWZ434,Schwartz Ctr Perf Arts 434,"Miller, Donna",dm246@cornell.edu,20,252,Instruction,20,No,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,210,No,,,,Added 5/24/2020 - is a PS GA FACILITY_ID not in 25L; data from R25 and PS
SWZB10,Schwartz Ctr Perf Arts B10,"Miller, Donna",dm246@cornell.edu,24,1863,Instruction,23,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,Arts and Sci-AS,615,No,,,,
SWZB20,Schwartz Ctr Perf Arts B20,"Miller, Donna",dm246@cornell.edu,28,499,Instruction,28,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,110,No,,,,
SWZB21,Schwartz Ctr Perf Arts B21,"Miller, Donna",dm246@cornell.edu,104,1199,Instruction,104,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,Arts and Sci-AS,610,No,,,,
SWZB25,Schwartz Ctr Perf Arts B25,"Miller, Donna",dm246@cornell.edu,15,308,Instruction,15,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,110,No,,,,
SWZSB10,Schwartz Ctr Perf Arts SB10,"Miller, Donna",dm246@cornell.edu,75,2228,Instruction,75,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,Arts and Sci-AS,210,No,,,,
SWZSB12,Schwartz Ctr Perf Arts SB12,"Miller, Donna",dm246@cornell.edu,15,551,Instruction,12,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,110,No,,,,
SWZSB20,Schwartz Ctr Perf Arts SB20,"Miller, Donna",dm246@cornell.edu,12,401,Instruction,12,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,110,No,,,,
SWZSB21,Schwartz Ctr Perf Arts SB21,"Miller, Donna",dm246@cornell.edu,99,1803,Instruction,99,No,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,Arts and Sci-AS,610,No,,,,
SWZSB23,Schwartz Ctr Perf Arts SB23,"Miller, Donna",dm246@cornell.edu,50,1023,As Is,50,Yes,No,,,42.442437,-76.48593,Schwartz Ctr Perf Arts,,,210,No,,,,
TCC100,Townhouse Community Center 100: Multipurpose Room,"SCL Res Life Scheduling, North Campus",scl_rl_north@cornell.edu,103,1544,As Is,103,Yes,No,,,42.457317,-76.476896,North Campus Stdnt Ctr,,,670,No,,,,
TCC203,Townhouse Community Center 203: Conference Room,"SCL Res Life Scheduling, North Campus",scl_rl_north@cornell.edu,26,433,As Is,26,Yes,No,,,42.457317,-76.476896,North Campus Stdnt Ctr,,,680,No,,,,
TCCXCRT,North Campus Stdnt Ctr XCRT: C D Courtyard,,,99,0,,0,No,No,,,42.457317,-76.476896,,,,,No,,,,
THA103,Thurston Ave 626 103,"King, Kelli",kelliking@cornell.edu,12,0,,0,No,No,,,42.451812,-76.480884,Thurston Ave 626,,,,No,,,,
THA106,Thurston Ave 626 106: First Floor Conference Room B,"King, Kelli",kelliking@cornell.edu,14,616,As Is,14,Yes,No,,,42.451812,-76.480884,Thurston Ave 626,,,350,No,,,,
THA202A,Thurston Ave 626 202A: A3C Resource Center Lounge,"King, Kelli",kelliking@cornell.edu,8,284,As Is,8,Yes,No,,,42.451812,-76.480884,Thurston Ave 626,,,350,No,,,,
THA302A,Thurston Ave 626 302A: LGBT Resource Center Lounge,"King, Kelli",kelliking@cornell.edu,7,237,As Is,7,Yes,No,,,42.451812,-76.480884,Thurston Ave 626,,,310,No,,,,
THAG02,Thurston Ave 626 G02: A3C Lounge,"King, Kelli",kelliking@cornell.edu,13,581,,0,No,No,,,42.451812,-76.480884,Thurston Ave 626,,Student and Campus Life-SCL,24,No,,,,
THAG06,Thurston Ave 626 G06: Conference Room,"King, Kelli",kelliking@cornell.edu,12,303,As Is,12,Yes,No,,,42.451812,-76.480884,Thurston Ave 626,,,110,No,,,,
THAXLWN,Thurston Ave 626 XLWN: Lawn,"King, Kelli",kelliking@cornell.edu,99,0,,0,No,No,,,42.451812,-76.480884,,,,,No,,,,
THR101**,Thurston Hall 101,"Blank, Ashley",ab2224@cornell.edu,28,1072,,0,No,No,,,42.443913,-76.48366,Thurston Hall,1,Engineering-EN,212,No,,,,
THR101A**,Thurston Hall 101A,"Blank, Ashley",ab2224@cornell.edu,38,1078,As Is,38,No,No,,,42.443913,-76.48366,Thurston Hall,1,Engineering-EN,210,No,,,,
THR102A**,Thurston Hall 102A,"Blank, Ashley",ab2224@cornell.edu,5,705,,0,No,No,,,42.443913,-76.48366,Thurston Hall,1,Engineering-EN,210,No,,,,
THR203,Thurston Hall 203,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,96,830,Instruction,96,Yes,No,,Thurston Hall,42.443913,-76.48366,Thurston Hall,,Engineering-EN,110,No,,,,
THR205,Thurston Hall 205,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,94,830,Instruction,94,Yes,No,,Thurston Hall,42.443913,-76.48366,Thurston Hall,,Engineering-EN,110,No,,,,
THR306**,Thurston Hall 306,"Blank, Ashley",ab2224@cornell.edu,12,619,,0,No,No,,,42.443913,-76.48366,Thurston Hall,3,Engineering-EN,210,No,,,,
TIC123,Tata Innovation Center 123,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,88,1681,As Is,88,No,No,,,0,0,Tata Innovation Center,1,Cornell Tech-TECH,110,No,,,,
TIC131,Tata Innovation Center 131,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,74,2014,Instruction,74,No,No,,,0,0,Tata Innovation Center,1,Cornell Tech-TECH,110,No,,,,
TIC141,Tata Innovation Center 141,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,65,2265,Instruction,22,No,No,,,0,0,Tata Innovation Center,1,Cornell Tech-TECH,110,No,,,,
TIC141X,Tata Innovation Center 141X,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,130,4166,Instruction,130,No,No,,,0,0,Tata Innovation Center,1,Cornell Tech-TECH,110,No,,,,
TIC151,Tata Innovation Center 151,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,65,1901,Instruction,65,No,No,,,0,0,Tata Innovation Center,1,Cornell Tech-TECH,110,No,,,,
TIC327,Tata Innovation Center 327,"Scheduling Admin, BU-Johnson",gm-roomrequests@cornell.edu,88,1476,Instruction,88,No,No,,,0,0,Tata Innovation Center,3,Cornell Tech-TECH,110,No,,,,
TICL23,Tata Innovation Center L23,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,90,1890,,0,No,No,,,0,0,Tata Innovation Center,,Cornell Tech-TECH,110,No,,,,
TJN121A**,Olive Tjaden Hall 121A,"Chouman, Suzanne",slc298@cornell.edu,30,450,,0,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,1,Architecture Art and Planning-AAP,210,No,,,,
TJN205**,Olive Tjaden Hall 205,"Chouman, Suzanne",slc298@cornell.edu,20,1231,Instruction,20,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,2,Architecture Art and Planning-AAP,212,No,,,,
TJN324**,Olive Tjaden Hall 324,"Chouman, Suzanne",slc298@cornell.edu,30,874,Instruction,30,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,3,Architecture Art and Planning-AAP,210,No,,,,
TJN421**,Olive Tjaden Hall 421,"Chouman, Suzanne",slc298@cornell.edu,25,1434,Instruction,25,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,4,Architecture Art and Planning-AAP,212,No,,,,
TJN424**,Olive Tjaden Hall 424,"Chouman, Suzanne",slc298@cornell.edu,20,1113,,0,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,4,Architecture Art and Planning-AAP,212,No,,,,
TJNB04**,Olive Tjaden Hall B04,"Chouman, Suzanne",slc298@cornell.edu,25,1195,As Is,25,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,,Architecture Art and Planning-AAP,212,No,,,,
TJNB20**,Olive Tjaden Hall B20,"Chouman, Suzanne",slc298@cornell.edu,16,783,As Is,16,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,,Architecture Art and Planning-AAP,212,No,,,,
TJNB23**,Olive Tjaden Hall B23,"Chouman, Suzanne",slc298@cornell.edu,12,1110,Instruction,12,No,No,,,42.450889,-76.485391,Olive Tjaden Hall,,Architecture Art and Planning-AAP,212,No,,,,
TMR102A,Toni Morrison Hall 102A: Multipurpose Room A,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,88,0,U-Shape,48,Yes,No,,,0,0,,,,,No,,,,
TMR102AB,Toni Morrison Hall 102AB: Multipurpose Room A & B,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,168,0,Custom Layout,104,No,No,,,0,0,,,,,No,,,,
TMR102B,Toni Morrison Hall 102B: Multipurpose Room B,"SCL Scheduling Admin, North Campus",northcampus-scheduling@cornell.edu,80,0,U-Shape,39,Yes,No,,,0,0,,,,,No,,,,
TMR120,Toni Morrison Hall 120: Discovery Kitchen,"Freeley, Dustin",dpf57@cornell.edu,24,2319,,0,No,No,,,0,0,Toni Morrison Hall,1,Dining-SCL,630,No,,,,
UNIG01**,"University Ave 726, A and S G01",,,20,600,,0,No,No,,,42.449544,-76.488827,University Ave 726 A&S,,Arts and Sci-AS,210,No,,,,
UPS102,Upson Hall 102,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,29,824,Instruction,29,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS142,Upson Hall 142,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,84,1981,Instruction,84,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS146,Upson Hall 146,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,23,576,Instruction,23,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS152,Upson Hall 152,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,23,577,Instruction,23,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS202,Upson Hall 202,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,28,800,Instruction,28,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS206,Upson Hall 206,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,48,1033,Instruction,48,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS216,Upson Hall 216,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,60,1259,Instruction,60,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS222,Upson Hall 222,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,40,1016,Instruction,40,Yes,No,,Upson Hall,42.443972,-76.482455,Upson Hall,,Engineering-EN,110,No,,,,
UPS225,Upson Hall 225,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,51,1529,Instruction,51,No,No,,,42.443972,-76.482455,Upson Hall,,Engineering-EN,235,No,,,,
UPSXLWN**,Upson Hall XLWN: Lawn,"EN Scheduling Admin, Duffield",duffield_reserva@cornell.edu,99,0,Outdoor - Diagram,99,No,No,,,0,0,,,,,No,,,,
URH202,Uris Hall 202,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,60,1202,Instruction,60,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH204,Uris Hall 204,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,27,578,Instruction,27,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH254,Uris Hall 254,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,598,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH260,Uris Hall 260,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,19,447,Instruction,19,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH262,Uris Hall 262,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,50,612,Instruction,50,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH301,Uris Hall 301,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,18,299,Instruction,18,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH302,Uris Hall 302,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,23,566,Instruction,23,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH303,Uris Hall 303,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,19,299,Instruction,19,No,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH312,Uris Hall 312,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,392,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH320,Uris Hall 320,"Meyer, Susan",ss30@cornell.edu,15,293,As Is,15,Yes,No,,,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH331,Uris Hall 331,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,17,291,Instruction,17,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH340,Uris Hall 340,"Meyer, Susan",ss30@cornell.edu,10,293,Instruction,10,No,No,,,42.447205,-76.482197,Uris Hall,,,110,No,,,,
URH369,Uris Hall 369,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,293,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH375A,Uris Hall 375A,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,10,208,Instruction,10,Yes,No,,,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH394,Uris Hall 394,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,18,335,Instruction,18,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH398,Uris Hall 398,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,430,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,3,Arts and Sci-AS,110,No,,,,
URH438,Uris Hall 438,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,15,293,Instruction,15,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH494,Uris Hall 494,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,15,446,Instruction,15,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URH498,Uris Hall 498,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,26,597,Instruction,26,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG01,Uris Hall G01,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,441,4930,Instruction,441,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG20,Uris Hall G20,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,24,410,Instruction,24,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG22,Uris Hall G22,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,355,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG24,Uris Hall G24,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,24,392,Instruction,24,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG26,Uris Hall G26,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,28,446,Instruction,28,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG28,Uris Hall G28,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,29,1041,Instruction,29,Yes,No,,,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG44,Uris Hall G44,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,14,359,Instruction,14,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHG88,Uris Hall G88,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,20,395,Instruction,20,Yes,No,,Uris Hall,42.447205,-76.482197,Uris Hall,,Arts and Sci-AS,110,No,,,,
URHXTER,Uris Hall XTER: Terrace,,,99,0,,0,No,No,,,42.447205,-76.482197,,,,,No,,,,
URL2B02**,Uris Library 2B02: Fiske Room,"Lance, Catherine",cjl10@cornell.edu,90,3074,Instruction,90,Yes,No,,,42.447751,-76.485366,Uris Library,,University Library,410,No,,,No food or beverages allowed,No food or beverages allowed
URL304**,Uris Library 304: Kinkeldey Room,"Lance, Catherine",cjl10@cornell.edu,59,1666,As Is,59,No,No,,,42.447751,-76.485366,Uris Library,3,University Library,410,No,,,,
URL311**,Uris Library 311,"Lance, Catherine",cjl10@cornell.edu,30,556,Instruction,30,No,No,,,42.447751,-76.485366,Uris Library,3,University Library,210,No,,,,
URL4B05**,Uris Library 4B05,"Lance, Catherine",cjl10@cornell.edu,300,6806,,0,No,No,,,42.447751,-76.485366,Uris Library,,University Library,410,No,,,,
URLB07**,Uris Library B07,"Lance, Catherine",cjl10@cornell.edu,18,1280,As Is,18,Yes,No,,,42.447751,-76.485366,Uris Library,,University Library,410,No,,,,
URLB11**,Uris Library B11,"Lance, Catherine",cjl10@cornell.edu,47,1759,As Is,47,Yes,No,,,42.447751,-76.485366,Uris Library,,University Library,410,No,,,,
VDLA120CF**,NYS Veterinary Diagnostic Lab A120CF,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,99,3327,,0,No,No,,,42.448853,-76.464419,NYS Vet Diagnostic Lab,1,Veterinary Medicine-VM,20,No,,,,
VECS1165**,Vet Education Center S1165,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,128,1365,Instruction,128,Yes,No,,,42.447601,-76.465784,Vet Education Center,1,Veterinary Medicine-VM,110,No,,,,
VECS1166**,Vet Education Center S1166,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,112,1677,Instruction,112,Yes,No,,,42.447601,-76.465784,Vet Education Center,1,Veterinary Medicine-VM,110,No,,,,
VECS2166A**,Vet Education Center S2166A,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,64,2240,COVID - Instruction,16,No,No,,,42.447601,-76.465784,Vet Education Center,2,Veterinary Medicine-VM,210,No,,,,
VECS2166B**,Vet Education Center S2166B,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,64,2233,Instruction,64,No,No,,,42.447601,-76.465784,Vet Education Center,2,Veterinary Medicine-VM,210,No,,,,
VMCC2029A**,Vet Medical Center C2029A,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,50,2608,As Is,50,Yes,No,,,42.447345,-76.464382,Vet Medical Center,2,Veterinary Medicine-VM,60,No,,,,
VMCC2029B**,Vet Medical Center C2029B,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,50,2597,Instruction,50,No,No,,,42.447345,-76.464382,Vet Medical Center,2,Veterinary Medicine-VM,60,No,,,,
VRZ101,Verizon Exec Education Center 101,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,74,2396,As Is,74,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,1,Cornell Tech-TECH,20,No,,,,
VRZ121,Verizon Exec Education Center 121,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,297,3074,As Is,297,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,1,Cornell Tech-TECH,610,No,,,,
VRZ201,Verizon Exec Education Center 201,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,74,1865,As Is,74,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,20,No,,,,
VRZ207,Verizon Exec Education Center 207,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,8,189,Board Room (Conference),8,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,350,No,,,,
VRZ209,Verizon Exec Education Center 209,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,8,189,Board Room (Conference),8,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,350,No,,,,
VRZ211,Verizon Exec Education Center 211,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,8,187,Board Room (Conference),8,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,350,No,,,,
VRZ215,Verizon Exec Education Center 215,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,74,1127,Classroom - 3 per 6 ft. tables,50,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,110,No,,,,
VRZ219,Verizon Exec Education Center 219,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,14,310,Board Room (Conference),14,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,350,No,,,,
VRZ221,Verizon Exec Education Center 221,"Cornell Tech Scheduling Admin, Events",events@tech.cornell.edu,14,310,Board Room (Conference),14,No,No,,Verizon Center Display Panels,0,0,Verizon Exec Education Center,2,Cornell Tech-TECH,350,No,,,,
